Attribute Name,Pointbiserial,pvalue,pvalue < 0.005,Spearman,pvalue,pvalue < 0.005
population growth annual pct,0.20954845485535906,1.0365806583208441e-68,True,0.2551846736780786,4.3273031237855185e-102,True
maternal mortality ratio modeled estimate per 100000 live births,0.2083695585828612,6.062660380397622e-68,True,0.16665675509632508,9.001708931572339e-44,True
survival to age 65 female pct of cohort,-0.20832163992783054,6.51242476099644e-68,True,-0.18123090428634248,1.438405834997972e-51,True
life expectancy at birth female years,-0.20619675484210268,1.528039610024997e-66,True,-0.19179212134313656,1.1897199076375599e-57,True
fertility rate total births per woman,0.2042496203126243,2.6702219513653345e-65,True,0.2098298903197328,6.788754100184212e-69,True
population ages 55-59 male pct of male population,-0.20395019562079295,4.134967108176022e-65,True,-0.19941593554176915,2.856523282503283e-62,True
population ages 80 and above male pct of male population,-0.20054529069526164,5.689356988478761e-63,True,-0.2548810280895168,7.631245158436656e-102,True
employment to population ratio ages 15-24 total pct modeled ilo estimate,-0.19822334322653207,1.5532157647266114e-61,True,-0.17215121867597707,1.2467527401861297e-46,True
birth rate crude per 1000 people,0.19805679184730923,1.965875096144742e-61,True,0.17633021527735962,7.183383592161753e-49,True
employment in industry female pct of female employment modeled ilo estimate,-0.19678445712727316,1.1808429512127363e-60,True,-0.22934805198156344,2.660247481137843e-82,True
population ages 80 and above female pct of female population,-0.19492708587409427,1.5819455388587727e-59,True,-0.2556461222717101,1.824569323997436e-102,True
life expectancy at birth total years,-0.19067457124708295,5.450408435162713e-57,True,-0.1647055278983719,8.83289348075528e-43,True
forest rents pct of gdp,0.18925111201928868,3.7357378985882994e-56,True,0.08399847293488484,3.4873851344830075e-12,True
employers male pct of male employment modeled ilo estimate,-0.18868029779492615,8.048575838837342e-56,True,-0.22037755121411554,5.608326174616927e-76,True
lifetime risk of maternal death pct,0.18496169315197333,1.1247801719264579e-53,True,0.17846412950815926,4.908511112900762e-50,True
population ages 0-14 pct of total,0.18481194889452293,1.3693282119959546e-53,True,0.159999094738698,1.9414753521420106e-40,True
population ages 10-14 female pct of female population,0.18427008917457868,2.786528154586991e-53,True,0.1821531636617229,4.37832632525554e-52,True
adolescent fertility rate births per 1000 women ages 15-19,0.18396310479789468,4.163372826826568e-53,True,0.12899316326749888,9.259029621858027e-27,True
age dependency ratio young pct of working-age population,0.18379905934798002,5.158274569591176e-53,True,0.15892479728415562,6.498436888128887e-40,True
population ages 15-64 female pct of total,-0.17961183627461888,1.1429688266543618e-50,True,-0.14429905893591713,3.9057319004637146e-33,True
population ages 0-4 male pct of male population,0.1786777202559045,3.745309134299202e-50,True,0.15783712405719727,2.1891321516552233e-39,True
labor force participation rate for ages 15-24 female pct modeled ilo estimate,-0.17284220738485365,5.362817227597487e-47,True,-0.1490854669000356,2.803284801836016e-35,True
unemployment youth female pct of female labor force ages 15-24 modeled ilo estimate,0.16979729877954164,2.1495115511545512e-45,True,0.04636295293708891,0.00012559727911641157,True
life expectancy at birth male years,-0.16860318700041593,8.970124892664027e-45,True,-0.14550494528484242,1.1437408148517943e-33,True
population ages 50-54 male pct of male population,-0.16727789261860182,4.325589704823064e-44,True,-0.16333545823832055,4.31710286683846e-42,True
access to electricity rural pct of rural population,-0.16711240450543116,5.259747975939166e-44,True,-0.16743842467231088,3.5775422625567885e-44,True
co2 emissions from solid fuel consumption pct of total,-0.16659703307696247,9.657440606723318e-44,True,-0.2019835525246312,7.185198601040302e-64,True
immunization dpt pct of children ages 12-23 months,-0.16387269839602076,2.3211277650196652e-42,True,-0.09129599069919195,3.9287093383110547e-14,True
population ages 5-9 male pct of male population,0.16277448116769894,8.233921286051942e-42,True,0.15233856694653378,8.89668061403724e-37,True
labor force participation rate female pct of female population ages 15-64 modeled ilo estimate,-0.1616513277029762,2.9785825411509255e-41,True,-0.1410622100645109,1.001901823270416e-31,True
employers total pct of total employment modeled ilo estimate,-0.16112596773539634,5.417775505142804e-41,True,-0.2020609952272639,6.424751132444352e-64,True
temparature ($^\circ$c),0.15855222656968876,9.860750182519299e-40,True,0.15338161033107642,2.8953149629774257e-37,True
employment to population ratio ages 15-24 female pct modeled ilo estimate,-0.1565089352113775,9.533799637760442e-39,True,-0.13576869063053973,1.716542677385442e-29,True
labor force participation rate total pct of total population ages 15-64 modeled ilo estimate,-0.15641937439194584,1.0523301260597935e-38,True,-0.15304533060806402,4.161536838749853e-37,True
fixed telephone subscriptions per 100 people,-0.1559542453918636,1.7557713126781623e-38,True,-0.197121174485199,7.356207645541506e-61,True
population ages 0-14 male pct of total,0.15427306964263265,1.1022598428578424e-37,True,0.1444183262399595,3.4606124715245415e-33,True
mortality rate infant per 1000 live births,0.15412189398373502,1.298931292771945e-37,True,0.15253216793307406,7.22764365226618e-37,True
survival to age 65 male pct of cohort,-0.15188898897714675,1.4398074232785035e-36,True,-0.1331695246126762,1.9929883036230909e-28,True
immunization measles pct of children ages 12-23 months,-0.15081344693102458,4.5278423510805586e-36,True,-0.09310516985244151,1.22067936112916e-14,True
mortality rate adult male per 1000 male adults,0.148926682329782,3.3109366773158905e-35,True,0.11034660444775923,5.671123294784257e-20,True
employers female pct of female employment modeled ilo estimate,-0.1468425597656738,2.8929408079355276e-34,True,-0.17508099717370904,3.4016732491012105e-48,True
urban population growth annual pct,0.145764765719928,8.766134436818941e-34,True,0.1862829481679668,1.967924689694336e-54,True
mortality rate under-5 per 1000 live births,0.14476795749805313,2.4257560611057685e-33,True,0.15157012954478483,2.0239625989000517e-36,True
unemployment female pct of female labor force modeled ilo estimate,0.14294990483176667,1.5241699443517512e-32,True,0.06472535865138983,8.483567819619279e-08,True
age dependency ratio pct of working-age population,0.14102183366547705,1.0427860124343806e-31,True,0.09945143160242335,1.690837182852643e-16,True
renewable energy consumption pct of total final energy consumption,0.13838830815456182,1.3808009030968788e-30,True,0.06762914222135537,2.176153750632139e-08,True
population ages 40-44 female pct of female population,-0.1334460976528011,1.538844779139218e-28,True,-0.10976326041697239,8.888452918269094e-20,True
rural population growth annual pct,0.1301989181614487,3.096156922721854e-27,True,0.16329004478240536,4.5491534239965735e-42,True
co2 emissions from liquid fuel consumption pct of total,0.12791510271457798,2.4440691554821277e-26,True,0.13623513866518053,1.099841389542992e-29,True
population ages 45-49 male pct of male population,-0.12716274784783355,4.788204857449277e-26,True,-0.1083057470827126,2.703392486912695e-19,True
population ages 15-19 female pct of female population,0.11914988817630656,4.8128578421909006e-23,True,0.11840490111584774,8.943322513222638e-23,True
employment to population ratio 15+ female pct modeled ilo estimate,-0.11616964645078746,5.606362910017435e-22,True,-0.05696559658102231,2.438180907894623e-06,True
population ages 25-29 female pct of female population,0.11595048082126498,6.699166135860102e-22,True,0.07713172603098073,1.701981738903008e-10,True
mortality rate neonatal per 1000 live births,0.11515461798141459,1.2753524463483598e-21,True,0.13438942434678214,6.343699841558433e-29,True
population ages 15-64 pct of total,-0.11378045681836697,3.835776178784392e-21,True,-0.09876971306828959,2.7136718449088763e-16,True
gdp per person employed constant 2011 ppp  ,0.11275648675552385,8.638830386781272e-21,True,0.036421132602814356,0.0025955656384266945,True
population ages 25-29 male pct of male population,0.10782541819584573,3.88772418614574e-19,True,0.03869978793680523,0.0013716537614760747,True
labor force participation rate female pct of female population ages 15+ modeled ilo estimate,-0.10666400397998747,9.29649004735483e-19,True,-0.05414936583313141,7.4688204935749855e-06,True
population ages 20-24 female pct of female population,0.10647306271955155,1.0719491066724186e-18,True,0.08909590859798215,1.5789574550163083e-13,True
employment in industry male pct of male employment modeled ilo estimate,-0.10521319442723706,2.7260465210566516e-18,True,-0.11494630679663076,1.5083286796362678e-21,True
lifetime risk of maternal death 1 in  rate varies by country,-0.1039593696296794,6.826045958515441e-18,True,-0.1269783831842738,5.642543797681178e-26,True
arable land pct of land area,-0.10069791959514111,7.060083151207458e-17,True,-0.10034841357255865,9.028877683925604e-17,True
energy intensity level of primary energy mj  2011 ppp gdp,0.1006359357377892,7.375333139182138e-17,True,0.12900301480970813,9.176914689431688e-27,True
unemployment youth total pct of total labor force ages 15-24 modeled ilo estimate,0.09830770291415744,3.732506524068221e-16,True,0.0377294267884933,0.0018070272639942053,True
population ages 35-39 male pct of male population,0.09689874774879643,9.777492876176001e-16,True,-0.04697916813274817,0.00010192545961734502,True
co2 emissions from gaseous fuel consumption kt,0.09607877609334475,1.7016557222497813e-15,True,0.04657546446255548,0.00011690245537357323,True
population ages 10-14 male pct of male population,0.09409314914533132,6.386057330908106e-15,True,0.11001985231781868,7.296444664082828e-20,True
agricultural land pct of land area,0.09037973657582639,7.04052178909168e-14,True,0.06932762862701504,9.563634963989324e-09,True
primary education duration years,0.0894767102745157,1.2440642281623125e-13,True,0.08329883709331157,5.259445605279898e-12,True
labor force total,-0.08489134807363861,2.0542727536588257e-12,True,-0.08242443482608218,8.747952538567974e-12,True
population ages 15-64 male pct of total,-0.08487633268238744,2.072731098853208e-12,True,-0.07630755552061692,2.655929261249398e-10,True
coal rents pct of gdp,-0.08130120978828667,1.668848825025998e-11,True,-0.16072517827734883,8.539541023385932e-41,True
renewable electricity output pct of total electricity output,0.07527326263412033,4.6122178543567275e-10,True,0.06984704419657407,7.408641790888185e-09,True
population ages 15-64 female,-0.07460939215003133,6.547789311612781e-10,True,-0.06483716188530494,8.059051679290881e-08,True
population total,-0.07429540906417988,7.720026584505356e-10,True,-0.048290424439106513,6.481730575995311e-05,True
population ages 15-64 total,-0.0733853230406996,1.2396244361488109e-09,True,-0.05041919386859447,3.0345276386560728e-05,True
population ages 65 and above total,-0.07332234480894066,1.2806555165951402e-09,True,-0.14109845952631667,9.665541898052526e-32,True
population ages 65 and above male,-0.0732883085322875,1.3033784613780358e-09,True,-0.13422130613864752,7.432468057856157e-29,True
population ages 65 and above female,-0.07325753606348256,1.3242603406600455e-09,True,-0.15109194498573292,3.3682039191258774e-36,True
population female,-0.07289305316456024,1.597796236056272e-09,True,-0.058450230556680964,1.3229424927617571e-06,True
unemployment youth male pct of male labor force ages 15-24 modeled ilo estimate,0.07245505732407569,1.9998586090562733e-09,True,0.0383764777802367,0.0015046136585171004,True
population ages 15-64 male,-0.07222278613696521,2.2514539567402057e-09,True,-0.04071395633310951,0.0007591879607576743,True
labor force participation rate male pct of male population ages 15+ modeled ilo estimate,-0.07218464772819895,2.2956101062561706e-09,True,-0.07130250721952322,3.5876201207681122e-09,True
employment in industry pct of total employment modeled ilo estimate,-0.07141784116252259,3.3851999017817543e-09,True,-0.05075932164009207,2.680579292084271e-05,True
population male,-0.07130985016570464,3.574388909658823e-09,True,-0.03549762802042287,0.0033295613552263236,True
population density people per sq. km of land area,-0.07117785739880984,3.8196350398562584e-09,True,-0.13216648032823466,5.067851991259431e-28,True
land under cereal production hectares,-0.06922047290366666,1.0078594624189011e-08,True,-0.14633208719085752,4.8958915191940554e-34,True
employment in agriculture pct of total employment modeled ilo estimate,0.06800735418856552,1.8151449525233857e-08,True,0.05957914311090451,8.229326117130174e-07,True
urban population,-0.06408587235745299,1.1360484698283955e-07,True,-0.054664210442110055,6.110529351645127e-06,True
lower secondary school starting age years,0.0621536581957452,2.699825720348808e-07,True,0.05830359170626919,1.406212865047667e-06,True
cereal production metric tons,-0.0608989228155786,4.673490734819242e-07,True,-0.16127248000107836,4.5862056988593713e-41,True
preprimary education duration years,0.06064822113824715,5.208436219254732e-07,True,0.06181791822544709,3.1300395989959285e-07,True
employment in services pct of total employment modeled ilo estimate,-0.055303913706789845,4.750078446081162e-06,True,-0.058407596286087285,1.3466508902209281e-06,True
co2 emissions from gaseous fuel consumption pct of total,-0.05424849610182851,7.186652936369702e-06,True,-0.06620274999695117,4.2758885366578554e-08,True
permanent cropland pct of land area,-0.0539810560347766,7.972318173981378e-06,True,-0.04644221350982688,0.00012228543484031667,True
labor force participation rate total pct of total population ages 15+ modeled ilo estimate,-0.05171605413146076,1.8834080588761636e-05,True,-0.062097934354965585,2.767045195544965e-07,True
fixed telephone subscriptions,-0.0504181515615287,3.0356776121729868e-05,True,-0.1399386160776867,3.035943412936994e-31,True
employment to population ratio 15+ male pct modeled ilo estimate,-0.04973624431103849,3.88367824163723e-05,True,-0.04889900817649916,5.233399852023104e-05,True
employment to population ratio 15+ total pct modeled ilo estimate,-0.04837073730535395,6.302180181997248e-05,True,-0.07164880566583394,3.0127116786063327e-09,True
employment in agriculture male pct of male employment modeled ilo estimate,0.04808112388591858,6.972668250788497e-05,True,0.04080783101691593,0.0007380726467852893,True
crop production index 2004-2006 = 100,-0.04128566277774295,0.0006387943279660425,True,-0.10368424939687576,8.336860539265925e-18,True
agricultural land sq. km,0.03849551821261163,0.0014543359431614363,True,0.08323027163617029,5.4745574546395185e-12,True
number of neonatal deaths,-0.035806985001266,0.003064926009137047,True,0.043230500854768414,0.000349449942344158,True
co2 emissions from solid fuel consumption kt,-0.03514163364406494,0.003659729324537139,True,-0.07740423913261657,1.4676103268235808e-10,True
mineral rents pct of gdp,0.19643026168336852,1.9408514340019064e-60,True,0.013188524280902017,0.27555619389648384,False
labor force female pct of total labor force,-0.17181839615711952,1.8694087271973046e-46,True,-0.010227677092850676,0.39780117007365723,False
population ages 30-34 male pct of male population,0.14528206265039825,1.4363324115759382e-33,True,0.003287876324614678,0.7857659064551239,False
population ages 30-34 female pct of female population,0.11096219473794224,3.5204654023094544e-20,True,-0.008157995061268051,0.5000309097310196,False
livestock production index 2004-2006 = 100,0.0875758476844283,4.0486159782277734e-13,True,0.006867398114968764,0.5702104374185398,False
vulnerable employment female pct of female employment modeled ilo estimate,0.07978794413965178,3.930174195712691e-11,True,0.014963431115925185,0.2160456573077009,False
wage and salaried workers female pct of female employment modeled ilo estimate,-0.07415074004333087,8.326758311427132e-10,True,-0.013705010448321463,0.2571888030515802,False
self-employed female pct of female employment modeled ilo estimate,0.07415070582774058,8.326907167255338e-10,True,0.013705010448321463,0.2571888030515802,False
employment in agriculture female pct of female employment modeled ilo estimate,0.07388270759527318,9.576090843858638e-10,True,-0.0012759244963569136,0.9159933192519577,False
vulnerable employment total pct of total employment modeled ilo estimate,0.07305850962796166,1.4674094068818526e-09,True,0.004018262845159607,0.739741800777026,False
rural population,-0.07199103865824222,2.5331012457059882e-09,True,-0.02558226549652095,0.03440791980828777,False
co2 emissions from liquid fuel consumption kt,0.06538698385905418,6.253356948290053e-08,True,0.004754649805966222,0.6942647958338701,False
total fisheries production metric tons,-0.06533035669350058,6.41949241789588e-08,True,-0.03302241649606085,0.006319191044515425,False
population ages 0-14 male,-0.06426922065448294,1.0451017313644284e-07,True,-0.009463024589985838,0.43401739873844325,False
mobile cellular subscriptions,-0.06408421851805149,1.136902683669459e-07,True,-0.026832120613391935,0.02651132102968057,False
population ages 0-14 total,-0.06349026148052479,1.4874457568575043e-07,True,-0.00776519321131917,0.5208951053058539,False
population ages 0-14 female,-0.06259870410431892,2.2167154929941742e-07,True,-0.004802236691642343,0.6913614386318782,False
ratio of female to male labor force participation rate pct modeled ilo estimate,-0.05981904992360094,7.431445137120119e-07,True,0.01815987278843717,0.13324715126094616,False
wage and salaried workers total pct of total employment modeled ilo estimate,-0.05970246719346562,7.809394181755651e-07,True,-0.0008230472309485048,0.9457520589459003,False
self-employed total pct of total employment modeled ilo estimate,0.05970245806041652,7.809424502892363e-07,True,0.0008230472309485048,0.9457520589459003,False
capture fisheries production metric tons,-0.059259270551902235,9.422337528264297e-07,True,-0.028713601232871797,0.01758356181127663,False
natural gas rents pct of gdp,0.05502136047048571,5.310774493778141e-06,True,0.03111012853669501,0.010095845194830574,False
vulnerable employment male pct of male employment modeled ilo estimate,0.05085641493173825,2.5869751906360212e-05,True,-0.00983978376471113,0.4159401582027834,False
food production index 2004-2006 = 100,0.033843586285640444,0.005131101131645549,False,-0.05778765373787876,1.741125296713787e-06,True
primary school starting age years,-0.03294384370279671,0.00644494485385088,False,-0.03626542898541851,0.002707899504071042,True
contributing family workers female pct of female employment modeled ilo estimate,-0.032406520750145995,0.007366959285208178,False,-0.09240975750791044,1.9181953900474514e-14,True
individuals using the internet pct of population,-0.030940491092020975,0.010512635625679981,False,-0.055600711646925746,4.222336757111039e-06,True
arable land hectares per person,-0.030549014697075584,0.011533395500937448,False,0.03517470272016224,0.003627850501735514,True
co2 emissions metric tons per capita,0.029424567247291523,0.01497073591010028,False,-0.06517838885548212,6.886751999969676e-08,True
contributing family workers male pct of male employment modeled ilo estimate,0.029252515963512197,0.015569515121141032,False,-0.06104243047755687,4.3915467545621007e-07,True
number of infant deaths,-0.029251015472817832,0.015574828545429608,False,0.05300034969134249,1.1615880067189967e-05,True
number of maternal deaths,0.02827269591710657,0.0193976087977042,False,0.11195632187433001,1.6209226610258937e-20,True
cereal yield kg per hectare,-0.026968413872242553,0.02575327045912894,False,-0.09364697443208216,8.56372651220487e-15,True
number of under-five deaths,-0.02271309165650602,0.06038704286326494,False,0.061740808059344274,3.237812693832939e-07,True
land area sq. km,-0.019697508117407572,0.10340378923337887,False,0.03567454436807592,0.003175780281827852,True
surface area sq. km,-0.019690650841614595,0.10352397258775596,False,0.04099741695803105,0.0006970816682918111,True
secondary education duration years,0.01852712253802204,0.1255747933793943,False,0.03768748384238037,0.001828438584710545,True
unemployment male pct of male labor force modeled ilo estimate,-0.014173650747936415,0.2412736552267055,False,-0.08332553768691034,5.1779373823482446e-12,True
unemployment total pct of total labor force modeled ilo estimate,0.01402067228100032,0.2463907857216198,False,-0.038769421807339326,0.0013444738064789631,True
population ages 15-19 male pct of male population,0.0132239796886503,0.27426741966239765,False,0.03975156950778072,0.0010104430375484667,True
population ages 35-39 female pct of female population,-0.00740971560711964,0.5401558938881336,False,-0.06224159324798665,2.596946129886254e-07,True
population ages 40-44 male pct of male population,-0.007038973872391033,0.5606162145116022,False,-0.04574859707047926,0.00015428746901003146,True
contributing family workers total pct of total employment modeled ilo estimate,0.0036538540141100298,0.7625995390520248,False,-0.07790118496835348,1.1186886097051979e-10,True
mobile cellular subscriptions per 100 people,0.031180171481654112,0.00992808905391999,False,0.005656013012122085,0.6400762517465604,False
self-employed male pct of male employment modeled ilo estimate,0.027328846567262467,0.023838258209948587,False,-0.015243985020671667,0.2075578274691573,False
wage and salaried workers male pct of male employment modeled ilo estimate,-0.027328837146304078,0.023838306604885784,False,0.015243985020671667,0.2075578274691573,False
population ages 20-24 male pct of male population,0.02196444299631779,0.06936388375067414,False,-8.950621041684193e-05,0.9940960503689191,False
employment in services female pct of female employment modeled ilo estimate,-0.020383602386202022,0.09192905001453087,False,0.017656726387606674,0.14434130051172028,False
death rate crude per 1000 people,0.017595450387168372,0.14573939807826497,False,0.023453071282928492,0.052482299463596206,False
refugee population by country or territory of origin,-0.01455233087327182,0.22892990431013507,False,0.02263829244570333,0.06123830283412276,False
forest area pct of land area,-0.01390229523971609,0.25040234231825287,False,-0.033668434524217916,0.00536609919017495,False
rainfall (mm),0.008198163642456012,0.49792256947511015,False,-0.026506071043359176,0.028403389668350813,False
forest area sq. km,-0.005950252459953304,0.6227773955050054,False,-0.004076550892489991,0.7361062849793987,False
employment in services male pct of male employment modeled ilo estimate,-0.005542080024265833,0.6468281492326782,False,0.0034083345824081645,0.7781188285227456,False
co2 emissions kt,-0.005131466116032666,0.6714007038886847,False,0.002681855218953538,0.8245379749209651,False
rural population pct of total population,0.003459866709445338,0.7748539053651871,False,-0.010522871770668636,0.38432183580109625,False
urban population pct of total,-0.003459866709445255,0.7748539053651871,False,0.010522871770668636,0.38432183580109625,False
